"TimeCreated","Id","LevelDisplayName","Message"
"31-10-2025 01:04:13 PM","1001","Information","Fault bucket 1537878737984834964, type 5
Event Name: StoreAgentInstallFailure1
Response: Not available
Cab Id: 0

Problem signature:
P1: Update;MoUpdateOrchestratorUserScan-MoUsoCoreWorker-SearchForAllUpdatesWithUpdateOptionsAsync
P2: 80073d02
P3: 26200
P4: 7019
P5: Windows.Desktop
P6: V
P7: 
P8: 
P9: 
P10: 

Attached files:
\\?\C:\Windows\Temp\FailureReportMetadata_9122.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.8cf02f1a-be68-484a-9edf-fe9728e54a40.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;MoUpdateO_934c82ce1ec6b2589f486bd0339915483294e_00000000_cab_2c8f975b-7e4c-4e40-8907-04f3bf664501\WPR_initiated_DiagTrackMiniLogger_OneTrace_User_Logger_20251029_1_EC_0_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.c31c6386-9260-41ff-a270-8f1a09bc7d4e.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;MoUpdateO_934c82ce1ec6b2589f486bd0339915483294e_00000000_cab_2c8f975b-7e4c-4e40-8907-04f3bf664501\WPR_initiated_DiagTrackMiniLogger_WPR System Collector_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.4b060071-56a2-4a0b-9174-ca8fc138ebff.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.193f2b66-297d-40fc-8698-306abf741d6e.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.6edf8c12-576c-4c98-8c26-96384026ca7b.tmp.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.0ac4bb16-d74d-4696-8e4b-9921e80ee11f.tmp.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\NonCritical_Update;MoUpdateO_934c82ce1ec6b2589f486bd0339915483294e_00000000_2c8f975b-7e4c-4e40-8907-04f3bf664501

Analysis symbol: 
Rechecking for solution: 0
Report Id: 2c8f975b-7e4c-4e40-8907-04f3bf664501
Report Status: 268435456
Hashed bucket: 87b6b2d7947e45d9f557a4906d364d94
Cab Guid: 0"
"31-10-2025 01:04:11 PM","1001","Information","Fault bucket , type 0
Event Name: StoreAgentInstallFailure1
Response: Not available
Cab Id: 0

Problem signature:
P1: Update;MoUpdateOrchestratorUserScan-MoUsoCoreWorker-SearchForAllUpdatesWithUpdateOptionsAsync
P2: 80073d02
P3: 26200
P4: 7019
P5: Windows.Desktop
P6: V
P7: 
P8: 
P9: 
P10: 

Attached files:
\\?\C:\Windows\Temp\FailureReportMetadata_9122.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.8cf02f1a-be68-484a-9edf-fe9728e54a40.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;MoUpdateO_934c82ce1ec6b2589f486bd0339915483294e_00000000_cab_2c8f975b-7e4c-4e40-8907-04f3bf664501\WPR_initiated_DiagTrackMiniLogger_OneTrace_User_Logger_20251029_1_EC_0_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.c31c6386-9260-41ff-a270-8f1a09bc7d4e.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;MoUpdateO_934c82ce1ec6b2589f486bd0339915483294e_00000000_cab_2c8f975b-7e4c-4e40-8907-04f3bf664501\WPR_initiated_DiagTrackMiniLogger_WPR System Collector_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.4b060071-56a2-4a0b-9174-ca8fc138ebff.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.193f2b66-297d-40fc-8698-306abf741d6e.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.6edf8c12-576c-4c98-8c26-96384026ca7b.tmp.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.0ac4bb16-d74d-4696-8e4b-9921e80ee11f.tmp.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;MoUpdateO_934c82ce1ec6b2589f486bd0339915483294e_00000000_cab_2c8f975b-7e4c-4e40-8907-04f3bf664501

Analysis symbol: 
Rechecking for solution: 0
Report Id: 2c8f975b-7e4c-4e40-8907-04f3bf664501
Report Status: 4
Hashed bucket: 
Cab Guid: 0"
"31-10-2025 01:03:53 PM","1001","Information","Fault bucket 1704133702688170572, type 5
Event Name: StoreAgentInstallFailure1
Response: Not available
Cab Id: 0

Problem signature:
P1: Update;MoUpdateOrchestratorUserScan-MoUsoCoreWorker-SearchForAllUpdatesWithUpdateOptionsAsync
P2: 80073d02
P3: 26200
P4: 7019
P5: Windows.Desktop
P6: H
P7: 
P8: 
P9: 
P10: 

Attached files:
\\?\C:\Windows\Temp\FailureReportMetadata_9057.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.fd5b6767-5c65-45a3-82d5-89e5275a642a.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;MoUpdateO_0c388b317a8caf3f173f875d22abde32e562ae0_00000000_cab_8bba2ef3-86bc-488e-a21d-e26ea45d18b3\WPR_initiated_DiagTrackMiniLogger_OneTrace_User_Logger_20251029_1_EC_0_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.581b69bb-9a7f-41ad-a976-2c07cd4388df.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;MoUpdateO_0c388b317a8caf3f173f875d22abde32e562ae0_00000000_cab_8bba2ef3-86bc-488e-a21d-e26ea45d18b3\WPR_initiated_DiagTrackMiniLogger_WPR System Collector_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.0918c5bc-2b7b-46a0-be9f-ff1317d29da9.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.0836e3dc-65d1-49ca-8f75-b3783f24ef95.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.c7373a51-c322-475c-96c1-4a3f8496ddbd.tmp.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.b05e205c-6fd1-43de-88f1-eeb69b7361d3.tmp.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\NonCritical_Update;MoUpdateO_0c388b317a8caf3f173f875d22abde32e562ae0_00000000_8bba2ef3-86bc-488e-a21d-e26ea45d18b3

Analysis symbol: 
Rechecking for solution: 0
Report Id: 8bba2ef3-86bc-488e-a21d-e26ea45d18b3
Report Status: 268435456
Hashed bucket: cbb9bdaf6f52bef587a64c92de7fe24c
Cab Guid: 0"
"31-10-2025 01:03:51 PM","1001","Information","Fault bucket , type 0
Event Name: StoreAgentInstallFailure1
Response: Not available
Cab Id: 0

Problem signature:
P1: Update;MoUpdateOrchestratorUserScan-MoUsoCoreWorker-SearchForAllUpdatesWithUpdateOptionsAsync
P2: 80073d02
P3: 26200
P4: 7019
P5: Windows.Desktop
P6: H
P7: 
P8: 
P9: 
P10: 

Attached files:
\\?\C:\Windows\Temp\FailureReportMetadata_9057.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.fd5b6767-5c65-45a3-82d5-89e5275a642a.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;MoUpdateO_0c388b317a8caf3f173f875d22abde32e562ae0_00000000_cab_8bba2ef3-86bc-488e-a21d-e26ea45d18b3\WPR_initiated_DiagTrackMiniLogger_OneTrace_User_Logger_20251029_1_EC_0_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.581b69bb-9a7f-41ad-a976-2c07cd4388df.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;MoUpdateO_0c388b317a8caf3f173f875d22abde32e562ae0_00000000_cab_8bba2ef3-86bc-488e-a21d-e26ea45d18b3\WPR_initiated_DiagTrackMiniLogger_WPR System Collector_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.0918c5bc-2b7b-46a0-be9f-ff1317d29da9.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.0836e3dc-65d1-49ca-8f75-b3783f24ef95.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.c7373a51-c322-475c-96c1-4a3f8496ddbd.tmp.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.b05e205c-6fd1-43de-88f1-eeb69b7361d3.tmp.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;MoUpdateO_0c388b317a8caf3f173f875d22abde32e562ae0_00000000_cab_8bba2ef3-86bc-488e-a21d-e26ea45d18b3

Analysis symbol: 
Rechecking for solution: 0
Report Id: 8bba2ef3-86bc-488e-a21d-e26ea45d18b3
Report Status: 4
Hashed bucket: 
Cab Guid: 0"
"31-10-2025 01:02:30 PM","1001","Information","Fault bucket 1537878737984834964, type 5
Event Name: StoreAgentInstallFailure1
Response: Not available
Cab Id: 0

Problem signature:
P1: Update;MoUpdateOrchestratorUserScan-MoUsoCoreWorker-SearchForAllUpdatesWithUpdateOptionsAsync
P2: 80073d02
P3: 26200
P4: 7019
P5: Windows.Desktop
P6: V
P7: 
P8: 
P9: 
P10: 

Attached files:
\\?\C:\Windows\Temp\FailureReportMetadata_8759.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.47d249ba-f8c0-4e05-904d-495dd488beb1.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;MoUpdateO_934c82ce1ec6b2589f486bd0339915483294e_00000000_cab_99280993-48f4-42d9-ba57-be14c4118412\WPR_initiated_DiagTrackMiniLogger_OneTrace_User_Logger_20251029_1_EC_0_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.a81fbef2-44a8-454f-9d3d-4d8fc4a1f626.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;MoUpdateO_934c82ce1ec6b2589f486bd0339915483294e_00000000_cab_99280993-48f4-42d9-ba57-be14c4118412\WPR_initiated_DiagTrackMiniLogger_WPR System Collector_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.9e79a811-7268-44b6-a771-e6cbe3356032.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.56e4841b-b109-4791-8c31-4c3125af4014.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.c9bdf16d-f2a2-43b3-843d-0cfd22e0f893.tmp.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.5fb69123-f5e4-4463-9071-1ea6c4ef34ca.tmp.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\NonCritical_Update;MoUpdateO_934c82ce1ec6b2589f486bd0339915483294e_00000000_99280993-48f4-42d9-ba57-be14c4118412

Analysis symbol: 
Rechecking for solution: 0
Report Id: 99280993-48f4-42d9-ba57-be14c4118412
Report Status: 268435456
Hashed bucket: 87b6b2d7947e45d9f557a4906d364d94
Cab Guid: 0"
"31-10-2025 01:02:20 PM","1001","Information","Fault bucket , type 0
Event Name: StoreAgentInstallFailure1
Response: Not available
Cab Id: 0

Problem signature:
P1: Update;MoUpdateOrchestratorUserScan-MoUsoCoreWorker-SearchForAllUpdatesWithUpdateOptionsAsync
P2: 80073d02
P3: 26200
P4: 7019
P5: Windows.Desktop
P6: V
P7: 
P8: 
P9: 
P10: 

Attached files:
\\?\C:\Windows\Temp\FailureReportMetadata_8759.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.47d249ba-f8c0-4e05-904d-495dd488beb1.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;MoUpdateO_934c82ce1ec6b2589f486bd0339915483294e_00000000_cab_99280993-48f4-42d9-ba57-be14c4118412\WPR_initiated_DiagTrackMiniLogger_OneTrace_User_Logger_20251029_1_EC_0_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.a81fbef2-44a8-454f-9d3d-4d8fc4a1f626.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;MoUpdateO_934c82ce1ec6b2589f486bd0339915483294e_00000000_cab_99280993-48f4-42d9-ba57-be14c4118412\WPR_initiated_DiagTrackMiniLogger_WPR System Collector_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.9e79a811-7268-44b6-a771-e6cbe3356032.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.56e4841b-b109-4791-8c31-4c3125af4014.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.c9bdf16d-f2a2-43b3-843d-0cfd22e0f893.tmp.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.5fb69123-f5e4-4463-9071-1ea6c4ef34ca.tmp.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;MoUpdateO_934c82ce1ec6b2589f486bd0339915483294e_00000000_cab_99280993-48f4-42d9-ba57-be14c4118412

Analysis symbol: 
Rechecking for solution: 0
Report Id: 99280993-48f4-42d9-ba57-be14c4118412
Report Status: 4
Hashed bucket: 
Cab Guid: 0"
"31-10-2025 12:29:39 PM","1001","Information","Fault bucket 2016897460063852114, type 5
Event Name: RADAR_PRE_LEAK_64
Response: Not available
Cab Id: 0

Problem signature:
P1: WhatsApp.exe
P2: 0.0.0.0
P3: 10.0.26200.2.0.0
P4: 
P5: 
P6: 
P7: 
P8: 
P9: 
P10: 

Attached files:
\\?\C:\Users\Dell\AppData\Local\Temp\RDR8588.tmp\empty.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.30e3ba0e-b335-47a5-9144-2e01ba6110e1.tmp.WERInternalMetadata.xml
WPR_initiated_DiagTrackMiniLogger_OneTrace_User_Logger_20251029_1_EC_0_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.f70bc04c-eda9-43e6-bd45-1b63db0a86db.tmp.etl
WPR_initiated_DiagTrackMiniLogger_WPR System Collector_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.dae960ce-012f-4ac5-a036-d33a084a7f04.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.269e7ad4-12f4-4c85-9b1f-880e4834d4d7.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.f7976ed4-3d63-4a38-aaa9-b2250727bfd1.tmp.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.e6faf144-d6f5-4df0-9769-6588cbc8c639.tmp.xml

These files may be available here:
NULL

Analysis symbol: 
Rechecking for solution: 0
Report Id: ae8542e4-da4a-4df2-81a6-836d24fe5f61
Report Status: 268435456
Hashed bucket: 6453a48ec7c1bc058bfd758dcf7e5652
Cab Guid: 0"
"30-10-2025 02:33:35 PM","1001","Information","Fault bucket 1244975783762767341, type 5
Event Name: StoreAgentDownloadFailure1
Response: Not available
Cab Id: 0

Problem signature:
P1: Update;MoUpdateOrchestratorUserScan-MoUsoCoreWorker-SearchForAllUpdatesWithUpdateOptionsAsync
P2: 80244022
P3: 26200
P4: 6901
P5: Windows.Desktop
P6: M
P7: 
P8: 
P9: 
P10: 

Attached files:
\\?\C:\Windows\Temp\FailureReportMetadata_6630.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.9dd35568-39ca-4593-aebe-d595beee8ae6.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;MoUpdateO_6448f3cecb4290db8e38588fe8b6a4534db7ac4_00000000_cab_6881baea-9a24-4fe9-a277-88232966a2d3\WPR_initiated_DiagTrackMiniLogger_OneTrace_User_Logger_20251026_1_EC_0_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.5ba18edc-465b-4e22-9ca1-369c44bdf264.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;MoUpdateO_6448f3cecb4290db8e38588fe8b6a4534db7ac4_00000000_cab_6881baea-9a24-4fe9-a277-88232966a2d3\WPR_initiated_DiagTrackMiniLogger_WPR System Collector_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.2f7a8487-8e10-4ca2-b1de-5e14e9da3b81.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.01f00392-a46b-40fc-9aa0-f132e80dd33e.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.e66c5998-926e-44b3-bdf2-0962927ff51d.tmp.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.4e5c7b76-5782-44d7-ab65-0f25562bcad2.tmp.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\NonCritical_Update;MoUpdateO_6448f3cecb4290db8e38588fe8b6a4534db7ac4_00000000_6881baea-9a24-4fe9-a277-88232966a2d3

Analysis symbol: 
Rechecking for solution: 0
Report Id: 6881baea-9a24-4fe9-a277-88232966a2d3
Report Status: 268435456
Hashed bucket: c977fd00e5786511e1470ae11124aded
Cab Guid: 0"
"30-10-2025 02:33:33 PM","1001","Information","Fault bucket , type 0
Event Name: StoreAgentDownloadFailure1
Response: Not available
Cab Id: 0

Problem signature:
P1: Update;MoUpdateOrchestratorUserScan-MoUsoCoreWorker-SearchForAllUpdatesWithUpdateOptionsAsync
P2: 80244022
P3: 26200
P4: 6901
P5: Windows.Desktop
P6: M
P7: 
P8: 
P9: 
P10: 

Attached files:
\\?\C:\Windows\Temp\FailureReportMetadata_6630.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.9dd35568-39ca-4593-aebe-d595beee8ae6.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;MoUpdateO_6448f3cecb4290db8e38588fe8b6a4534db7ac4_00000000_cab_6881baea-9a24-4fe9-a277-88232966a2d3\WPR_initiated_DiagTrackMiniLogger_OneTrace_User_Logger_20251026_1_EC_0_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.5ba18edc-465b-4e22-9ca1-369c44bdf264.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;MoUpdateO_6448f3cecb4290db8e38588fe8b6a4534db7ac4_00000000_cab_6881baea-9a24-4fe9-a277-88232966a2d3\WPR_initiated_DiagTrackMiniLogger_WPR System Collector_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.2f7a8487-8e10-4ca2-b1de-5e14e9da3b81.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.01f00392-a46b-40fc-9aa0-f132e80dd33e.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.e66c5998-926e-44b3-bdf2-0962927ff51d.tmp.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.4e5c7b76-5782-44d7-ab65-0f25562bcad2.tmp.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;MoUpdateO_6448f3cecb4290db8e38588fe8b6a4534db7ac4_00000000_cab_6881baea-9a24-4fe9-a277-88232966a2d3

Analysis symbol: 
Rechecking for solution: 0
Report Id: 6881baea-9a24-4fe9-a277-88232966a2d3
Report Status: 4
Hashed bucket: 
Cab Guid: 0"
"30-10-2025 02:32:04 PM","1001","Information","Fault bucket 1534926121499229345, type 5
Event Name: StoreAgentInstallFailure1
Response: Not available
Cab Id: 0

Problem signature:
P1: Update;MoUpdateOrchestratorUserScan-MoUsoCoreWorker-SearchForAllUpdatesWithUpdateOptionsAsync
P2: 80073d02
P3: 26200
P4: 6901
P5: Windows.Desktop
P6: P
P7: 
P8: 
P9: 
P10: 

Attached files:
\\?\C:\Windows\Temp\FailureReportMetadata_6333.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.0ab70ec1-5196-44a9-bd9a-5f3759faf3dd.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;MoUpdateO_7e739e14471116ab93c1b6335e8cd55add286a_00000000_cab_526a5caa-57da-4ceb-b7ef-f796e5d3559a\WPR_initiated_DiagTrackMiniLogger_OneTrace_User_Logger_20251026_1_EC_0_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.0984dd42-ad20-4232-8f99-4e82ac66d75b.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;MoUpdateO_7e739e14471116ab93c1b6335e8cd55add286a_00000000_cab_526a5caa-57da-4ceb-b7ef-f796e5d3559a\WPR_initiated_DiagTrackMiniLogger_WPR System Collector_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.7c964cd6-7b76-418a-94af-f7ed86011d4f.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.2b62a018-047c-4ebf-a6cb-fc9ef5deff51.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.0063e05e-be8e-44af-8815-c8f6dc0e3b8b.tmp.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.7b2fb9cc-497b-4125-b064-ef5e50c65064.tmp.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\NonCritical_Update;MoUpdateO_7e739e14471116ab93c1b6335e8cd55add286a_00000000_526a5caa-57da-4ceb-b7ef-f796e5d3559a

Analysis symbol: 
Rechecking for solution: 0
Report Id: 526a5caa-57da-4ceb-b7ef-f796e5d3559a
Report Status: 268435456
Hashed bucket: a32e898d0b7d507ad54d272cd46dfca1
Cab Guid: 0"
